atm_id,day,time_slot,crowd_level
ATM_36,Sun,Night,Medium
ATM_45,Tue,Morning,Medium
ATM_33,Fri,Afternoon,Low
ATM_21,Mon,Night,Low
ATM_17,Mon,Night,Low
ATM_26,Thu,Evening,High
ATM_2,Wed,Night,Low
ATM_50,Sun,Morning,Medium
ATM_8,Sun,Evening,High
ATM_23,Sun,Night,Medium
ATM_24,Sat,Night,Medium
ATM_29,Tue,Evening,High
ATM_18,Mon,Evening,High
ATM_9,Sat,Evening,High
ATM_21,Fri,Afternoon,Low
ATM_8,Sat,Night,Medium
ATM_28,Wed,Evening,High
ATM_11,Tue,Morning,Medium
ATM_5,Wed,Evening,High
ATM_45,Wed,Night,Low
ATM_8,Sat,Evening,High
ATM_19,Mon,Morning,Medium
ATM_12,Wed,Morning,Medium
ATM_37,Sat,Morning,Medium
ATM_34,Mon,Afternoon,Low
ATM_21,Fri,Evening,High
ATM_11,Sat,Evening,High
ATM_36,Sat,Night,Medium
ATM_33,Thu,Afternoon,Low
ATM_32,Mon,Morning,Medium
ATM_47,Tue,Night,Low
ATM_27,Mon,Evening,High
ATM_17,Wed,Afternoon,Low
ATM_47,Sat,Night,Medium
ATM_31,Wed,Afternoon,Low
ATM_24,Tue,Night,Low
ATM_8,Wed,Night,Low
ATM_23,Tue,Night,Low
ATM_6,Tue,Afternoon,Low
ATM_35,Mon,Evening,High
ATM_22,Tue,Evening,High
ATM_11,Thu,Afternoon,Low
ATM_15,Tue,Morning,Medium
ATM_17,Thu,Evening,High
ATM_4,Tue,Morning,Medium
ATM_43,Sun,Night,Medium
ATM_27,Fri,Morning,Medium
ATM_50,Mon,Morning,Medium
ATM_18,Thu,Night,Low
ATM_20,Thu,Morning,Medium
ATM_36,Tue,Afternoon,Low
ATM_19,Tue,Evening,High
ATM_41,Sat,Afternoon,High
ATM_11,Tue,Afternoon,Low
ATM_48,Thu,Afternoon,Low
ATM_31,Tue,Morning,Medium
ATM_31,Sun,Evening,High
ATM_28,Tue,Afternoon,Low
ATM_44,Thu,Evening,High
ATM_39,Mon,Evening,High
ATM_30,Tue,Night,Low
ATM_17,Sat,Night,Medium
ATM_6,Tue,Evening,High
ATM_48,Sun,Evening,High
ATM_21,Sun,Night,Medium
ATM_35,Thu,Afternoon,Low
ATM_23,Tue,Night,Low
ATM_8,Mon,Afternoon,Low
ATM_43,Wed,Night,Low
ATM_1,Tue,Morning,Medium
ATM_48,Wed,Morning,Medium
ATM_20,Thu,Night,Low
ATM_5,Sun,Evening,High
ATM_49,Tue,Afternoon,Low
ATM_10,Sat,Evening,High
ATM_23,Fri,Evening,High
ATM_23,Sun,Afternoon,High
ATM_30,Sat,Evening,High
ATM_6,Wed,Night,Low
ATM_28,Mon,Afternoon,Low
ATM_1,Sun,Night,Medium
ATM_14,Sun,Night,Medium
ATM_26,Sun,Morning,Medium
ATM_25,Thu,Evening,High
ATM_45,Wed,Afternoon,Low
ATM_37,Sat,Afternoon,High
ATM_26,Mon,Afternoon,Low
ATM_14,Mon,Morning,Medium
ATM_33,Sat,Morning,Medium
ATM_13,Sat,Morning,Medium
ATM_50,Wed,Morning,Medium
ATM_22,Thu,Afternoon,Low
ATM_34,Mon,Evening,High
ATM_8,Sat,Night,Medium
ATM_23,Sun,Night,Medium
ATM_42,Mon,Afternoon,Low
ATM_21,Tue,Evening,High
ATM_14,Thu,Afternoon,Low
ATM_48,Tue,Morning,Medium
ATM_39,Fri,Morning,Medium
ATM_10,Mon,Night,Low
ATM_29,Mon,Morning,Medium
ATM_39,Sat,Afternoon,High
ATM_2,Fri,Night,Low
ATM_11,Fri,Evening,High
ATM_46,Thu,Afternoon,Low
ATM_34,Wed,Afternoon,Low
ATM_26,Thu,Morning,Medium
ATM_33,Sun,Afternoon,High
ATM_14,Thu,Evening,High
ATM_16,Tue,Evening,High
ATM_28,Wed,Afternoon,Low
ATM_48,Fri,Evening,High
ATM_41,Wed,Morning,Medium
ATM_17,Mon,Morning,Medium
ATM_9,Wed,Evening,High
ATM_27,Mon,Evening,High
ATM_36,Fri,Evening,High
ATM_36,Mon,Night,Low
ATM_48,Mon,Morning,Medium
ATM_38,Fri,Afternoon,Low
ATM_8,Sat,Morning,Medium
ATM_27,Sat,Night,Medium
ATM_3,Mon,Night,Low
ATM_32,Sat,Night,Medium
ATM_10,Tue,Morning,Medium
ATM_9,Fri,Night,Low
ATM_23,Fri,Afternoon,Low
ATM_15,Wed,Afternoon,Low
ATM_27,Thu,Afternoon,Low
ATM_8,Tue,Morning,Medium
ATM_28,Mon,Night,Low
ATM_1,Tue,Afternoon,Low
ATM_33,Mon,Evening,High
ATM_37,Mon,Night,Low
ATM_11,Sun,Night,Medium
ATM_26,Tue,Morning,Medium
ATM_3,Wed,Night,Low
ATM_21,Fri,Night,Low
ATM_50,Tue,Morning,Medium
ATM_35,Thu,Morning,Medium
ATM_36,Wed,Morning,Medium
ATM_32,Thu,Morning,Medium
ATM_34,Tue,Night,Low
ATM_19,Fri,Afternoon,Low
ATM_12,Fri,Afternoon,Low
ATM_39,Tue,Night,Low
ATM_24,Wed,Afternoon,Low
ATM_2,Tue,Evening,High
ATM_32,Wed,Morning,Medium
ATM_18,Tue,Evening,High
ATM_29,Tue,Evening,High
ATM_33,Tue,Morning,Medium
ATM_41,Sat,Night,Medium
ATM_6,Sun,Evening,High
ATM_23,Tue,Evening,High
ATM_50,Thu,Night,Low
ATM_14,Fri,Morning,Medium
ATM_41,Mon,Morning,Medium
ATM_40,Thu,Evening,High
ATM_32,Sun,Evening,High
ATM_47,Sat,Morning,Medium
ATM_20,Sat,Evening,High
ATM_40,Sun,Afternoon,High
ATM_42,Sun,Afternoon,High
ATM_37,Sat,Night,Medium
ATM_18,Tue,Morning,Medium
ATM_22,Tue,Evening,High
ATM_39,Sat,Evening,High
ATM_46,Wed,Morning,Medium
ATM_24,Sun,Morning,Medium
ATM_49,Wed,Night,Low
ATM_24,Mon,Afternoon,Low
ATM_27,Mon,Evening,High
ATM_31,Tue,Morning,Medium
ATM_30,Sat,Afternoon,High
ATM_23,Sat,Afternoon,High
ATM_27,Tue,Night,Low
ATM_17,Sun,Afternoon,High
ATM_44,Sun,Morning,Medium
ATM_16,Wed,Night,Low
ATM_35,Sat,Night,Medium
ATM_3,Thu,Night,Low
ATM_4,Mon,Night,Low
ATM_24,Mon,Night,Low
ATM_42,Sun,Morning,Medium
ATM_14,Thu,Night,Low
ATM_16,Tue,Evening,High
ATM_14,Wed,Morning,Medium
ATM_19,Mon,Night,Low
ATM_23,Sat,Night,Medium
ATM_24,Wed,Night,Low
ATM_42,Tue,Night,Low
ATM_32,Wed,Night,Low
ATM_43,Thu,Afternoon,Low
ATM_26,Sat,Afternoon,High
ATM_43,Wed,Evening,High
ATM_19,Fri,Night,Low
ATM_38,Sun,Afternoon,High
ATM_31,Sun,Evening,High
ATM_36,Thu,Night,Low
ATM_6,Tue,Night,Low
ATM_34,Sun,Morning,Medium
ATM_49,Fri,Evening,High
ATM_4,Tue,Night,Low
ATM_38,Sun,Afternoon,High
ATM_18,Mon,Afternoon,Low
ATM_30,Tue,Night,Low
ATM_23,Sun,Afternoon,High
ATM_34,Wed,Afternoon,Low
ATM_5,Sun,Evening,High
ATM_47,Fri,Afternoon,Low
ATM_30,Sat,Afternoon,High
ATM_6,Fri,Afternoon,Low
ATM_41,Fri,Evening,High
ATM_35,Wed,Evening,High
ATM_17,Mon,Morning,Medium
ATM_35,Sun,Morning,Medium
ATM_38,Thu,Afternoon,Low
ATM_34,Fri,Afternoon,Low
ATM_30,Thu,Morning,Medium
ATM_44,Tue,Night,Low
ATM_43,Tue,Night,Low
ATM_39,Thu,Evening,High
ATM_50,Sun,Evening,High
ATM_43,Fri,Morning,Medium
ATM_4,Thu,Night,Low
ATM_38,Thu,Evening,High
ATM_2,Wed,Night,Low
ATM_39,Mon,Afternoon,Low
ATM_41,Sun,Evening,High
ATM_49,Sun,Morning,Medium
ATM_41,Wed,Night,Low
ATM_31,Wed,Afternoon,Low
ATM_40,Fri,Evening,High
ATM_46,Mon,Morning,Medium
ATM_23,Tue,Morning,Medium
ATM_42,Fri,Afternoon,Low
ATM_6,Sun,Night,Medium
ATM_39,Thu,Night,Low
ATM_27,Tue,Night,Low
ATM_39,Wed,Morning,Medium
ATM_41,Thu,Night,Low
ATM_33,Fri,Morning,Medium
ATM_2,Sat,Morning,Medium
ATM_40,Sun,Morning,Medium
ATM_11,Wed,Evening,High
ATM_22,Mon,Evening,High
ATM_36,Wed,Evening,High
ATM_17,Wed,Morning,Medium
ATM_27,Fri,Afternoon,Low
ATM_40,Sun,Night,Medium
ATM_5,Tue,Morning,Medium
ATM_43,Thu,Night,Low
ATM_19,Sun,Evening,High
ATM_2,Tue,Morning,Medium
ATM_8,Thu,Morning,Medium
ATM_47,Mon,Afternoon,Low
ATM_18,Sat,Night,Medium
ATM_29,Sat,Morning,Medium
ATM_16,Sun,Night,Medium
ATM_13,Mon,Evening,High
ATM_45,Thu,Morning,Medium
ATM_4,Sun,Night,Medium
ATM_50,Wed,Morning,Medium
ATM_43,Mon,Night,Low
ATM_17,Mon,Evening,High
ATM_25,Sat,Evening,High
ATM_10,Sun,Morning,Medium
ATM_35,Thu,Morning,Medium
ATM_30,Mon,Morning,Medium
ATM_35,Thu,Night,Low
ATM_25,Wed,Morning,Medium
ATM_46,Sat,Afternoon,High
ATM_50,Sun,Afternoon,High
ATM_48,Fri,Evening,High
ATM_25,Sat,Evening,High
ATM_22,Sun,Morning,Medium
ATM_23,Sat,Morning,Medium
ATM_19,Sun,Morning,Medium
ATM_47,Thu,Morning,Medium
ATM_44,Wed,Evening,High
ATM_49,Fri,Afternoon,Low
ATM_40,Tue,Morning,Medium
ATM_44,Mon,Afternoon,Low
ATM_27,Tue,Evening,High
ATM_41,Sat,Afternoon,High
ATM_8,Tue,Evening,High
ATM_31,Wed,Morning,Medium
ATM_4,Sat,Evening,High
ATM_26,Tue,Evening,High
ATM_36,Fri,Evening,High
ATM_19,Thu,Night,Low
ATM_46,Tue,Morning,Medium
ATM_10,Thu,Morning,Medium
ATM_2,Sat,Morning,Medium
ATM_33,Tue,Afternoon,Low
ATM_38,Sat,Morning,Medium
ATM_6,Wed,Evening,High
ATM_38,Wed,Afternoon,Low
ATM_3,Tue,Morning,Medium
ATM_32,Tue,Evening,High
ATM_28,Fri,Morning,Medium
ATM_49,Sun,Afternoon,High
ATM_9,Tue,Morning,Medium
ATM_19,Tue,Night,Low
ATM_44,Thu,Evening,High
ATM_45,Sun,Night,Medium
ATM_43,Thu,Evening,High
ATM_45,Sat,Afternoon,High
ATM_36,Thu,Night,Low
ATM_13,Sun,Night,Medium
ATM_34,Fri,Morning,Medium
ATM_2,Sun,Night,Medium
ATM_14,Tue,Evening,High
ATM_42,Tue,Morning,Medium
ATM_42,Sun,Afternoon,High
ATM_39,Sat,Night,Medium
ATM_29,Sat,Night,Medium
ATM_20,Thu,Evening,High
ATM_10,Sun,Night,Medium
ATM_1,Sat,Morning,Medium
ATM_43,Mon,Morning,Medium
ATM_5,Fri,Night,Low
ATM_13,Sun,Afternoon,High
ATM_21,Mon,Night,Low
ATM_17,Sun,Evening,High
ATM_3,Fri,Evening,High
ATM_6,Sat,Night,Medium
ATM_26,Sun,Morning,Medium
ATM_49,Sat,Morning,Medium
ATM_34,Wed,Afternoon,Low
ATM_30,Wed,Evening,High
ATM_25,Sun,Afternoon,High
ATM_2,Tue,Morning,Medium
ATM_14,Fri,Morning,Medium
ATM_42,Mon,Morning,Medium
ATM_36,Thu,Morning,Medium
ATM_17,Sun,Evening,High
ATM_17,Wed,Evening,High
ATM_21,Sun,Morning,Medium
ATM_41,Mon,Night,Low
ATM_29,Sat,Evening,High
ATM_45,Wed,Afternoon,Low
ATM_30,Sun,Afternoon,High
ATM_45,Wed,Evening,High
ATM_16,Fri,Morning,Medium
ATM_31,Sat,Evening,High
ATM_39,Sat,Night,Medium
ATM_17,Thu,Afternoon,Low
ATM_17,Wed,Afternoon,Low
ATM_42,Tue,Night,Low
ATM_11,Sun,Afternoon,High
ATM_19,Tue,Night,Low
ATM_27,Thu,Afternoon,Low
ATM_5,Tue,Night,Low
ATM_35,Wed,Afternoon,Low
ATM_1,Sun,Afternoon,High
ATM_41,Sat,Morning,Medium
ATM_17,Fri,Morning,Medium
ATM_5,Wed,Evening,High
ATM_12,Tue,Morning,Medium
ATM_46,Fri,Evening,High
ATM_36,Thu,Night,Low
ATM_15,Thu,Morning,Medium
ATM_41,Tue,Evening,High
ATM_12,Sun,Morning,Medium
ATM_8,Thu,Afternoon,Low
ATM_7,Tue,Afternoon,Low
ATM_1,Mon,Afternoon,Low
ATM_18,Mon,Night,Low
ATM_18,Tue,Morning,Medium
ATM_35,Tue,Morning,Medium
ATM_25,Sat,Evening,High
ATM_12,Sat,Afternoon,High
ATM_14,Sun,Evening,High
ATM_40,Thu,Morning,Medium
ATM_49,Thu,Night,Low
ATM_28,Wed,Morning,Medium
ATM_6,Sat,Evening,High
ATM_17,Sat,Evening,High
ATM_4,Sun,Morning,Medium
ATM_19,Fri,Afternoon,Low
ATM_27,Fri,Evening,High
ATM_40,Mon,Afternoon,Low
ATM_21,Sat,Evening,High
ATM_5,Wed,Night,Low
ATM_16,Sat,Morning,Medium
ATM_6,Fri,Evening,High
ATM_9,Tue,Afternoon,Low
ATM_12,Tue,Evening,High
ATM_7,Thu,Evening,High
ATM_38,Fri,Afternoon,Low
ATM_11,Sun,Afternoon,High
ATM_9,Sat,Evening,High
ATM_26,Sun,Night,Medium
ATM_16,Sun,Evening,High
ATM_17,Sun,Night,Medium
ATM_41,Wed,Afternoon,Low
ATM_43,Wed,Afternoon,Low
ATM_2,Sat,Evening,High
ATM_38,Wed,Afternoon,Low
ATM_33,Tue,Morning,Medium
ATM_4,Sun,Night,Medium
ATM_34,Wed,Afternoon,Low
ATM_48,Sat,Morning,Medium
ATM_40,Sat,Night,Medium
ATM_48,Fri,Morning,Medium
ATM_17,Fri,Evening,High
ATM_48,Mon,Afternoon,Low
ATM_8,Mon,Evening,High
ATM_41,Wed,Evening,High
ATM_49,Fri,Afternoon,Low
ATM_4,Tue,Afternoon,Low
ATM_43,Thu,Night,Low
ATM_35,Mon,Afternoon,Low
ATM_27,Wed,Morning,Medium
ATM_4,Mon,Night,Low
ATM_2,Sun,Night,Medium
ATM_45,Thu,Evening,High
ATM_47,Sun,Night,Medium
ATM_48,Tue,Night,Low
ATM_26,Thu,Morning,Medium
ATM_40,Tue,Afternoon,Low
ATM_21,Mon,Evening,High
ATM_41,Wed,Night,Low
ATM_22,Tue,Evening,High
ATM_12,Thu,Night,Low
ATM_17,Thu,Afternoon,Low
ATM_3,Sat,Night,Medium
ATM_44,Mon,Afternoon,Low
ATM_37,Fri,Morning,Medium
ATM_4,Thu,Night,Low
ATM_13,Mon,Morning,Medium
ATM_32,Wed,Evening,High
ATM_11,Mon,Night,Low
ATM_18,Thu,Evening,High
ATM_47,Thu,Evening,High
ATM_6,Thu,Night,Low
ATM_1,Sat,Evening,High
ATM_10,Wed,Night,Low
ATM_21,Fri,Evening,High
ATM_14,Fri,Night,Low
ATM_41,Wed,Afternoon,Low
ATM_7,Tue,Afternoon,Low
ATM_41,Fri,Evening,High
ATM_31,Mon,Night,Low
ATM_25,Wed,Morning,Medium
ATM_8,Thu,Afternoon,Low
ATM_43,Thu,Morning,Medium
ATM_22,Tue,Morning,Medium
ATM_22,Fri,Afternoon,Low
ATM_36,Fri,Morning,Medium
ATM_34,Sat,Night,Medium
ATM_39,Tue,Morning,Medium
ATM_48,Thu,Morning,Medium
ATM_19,Wed,Morning,Medium
ATM_33,Mon,Morning,Medium
ATM_33,Thu,Evening,High
ATM_2,Thu,Afternoon,Low
ATM_21,Wed,Morning,Medium
ATM_6,Fri,Evening,High
ATM_22,Tue,Night,Low
ATM_35,Fri,Evening,High
ATM_5,Sun,Evening,High
ATM_44,Mon,Night,Low
ATM_2,Mon,Evening,High
ATM_15,Wed,Morning,Medium
ATM_36,Mon,Night,Low
ATM_44,Tue,Morning,Medium
ATM_3,Mon,Evening,High
ATM_13,Wed,Morning,Medium
ATM_15,Mon,Afternoon,Low
ATM_24,Mon,Evening,High
ATM_42,Sat,Night,Medium
ATM_34,Thu,Night,Low
ATM_21,Tue,Morning,Medium
ATM_23,Sun,Afternoon,High
ATM_32,Mon,Night,Low
ATM_9,Wed,Night,Low
ATM_44,Tue,Night,Low
ATM_50,Tue,Night,Low
ATM_34,Mon,Morning,Medium
ATM_28,Tue,Night,Low
ATM_12,Fri,Afternoon,Low
ATM_2,Sun,Afternoon,High
ATM_32,Wed,Afternoon,Low
ATM_1,Mon,Night,Low
ATM_13,Fri,Evening,High
ATM_3,Sun,Morning,Medium
ATM_27,Fri,Night,Low
ATM_16,Tue,Evening,High
ATM_47,Sat,Afternoon,High
ATM_35,Mon,Night,Low
ATM_11,Mon,Evening,High
ATM_35,Wed,Evening,High
ATM_7,Fri,Afternoon,Low
ATM_42,Sat,Evening,High
ATM_12,Wed,Morning,Medium
ATM_6,Sat,Night,Medium
ATM_11,Thu,Afternoon,Low
ATM_34,Sat,Afternoon,High
ATM_30,Thu,Morning,Medium
ATM_11,Sun,Morning,Medium
ATM_25,Wed,Evening,High
ATM_25,Sun,Night,Medium
ATM_37,Thu,Morning,Medium
ATM_20,Fri,Morning,Medium
ATM_14,Mon,Evening,High
ATM_24,Sat,Night,Medium
ATM_29,Sat,Morning,Medium
ATM_4,Sun,Morning,Medium
ATM_22,Fri,Night,Low
ATM_31,Sat,Afternoon,High
ATM_4,Sat,Morning,Medium
ATM_45,Mon,Evening,High
ATM_23,Thu,Morning,Medium
ATM_41,Thu,Afternoon,Low
ATM_37,Sat,Morning,Medium
ATM_46,Thu,Morning,Medium
ATM_15,Tue,Afternoon,Low
ATM_38,Fri,Evening,High
ATM_20,Sat,Evening,High
ATM_31,Sat,Afternoon,High
ATM_2,Thu,Evening,High
ATM_6,Sat,Night,Medium
ATM_21,Wed,Night,Low
ATM_8,Mon,Morning,Medium
ATM_33,Sun,Night,Medium
ATM_9,Sat,Evening,High
ATM_22,Thu,Evening,High
ATM_39,Mon,Morning,Medium
ATM_41,Sat,Afternoon,High
ATM_24,Thu,Morning,Medium
ATM_46,Mon,Evening,High
ATM_47,Thu,Evening,High
ATM_45,Sat,Morning,Medium
ATM_32,Thu,Afternoon,Low
ATM_32,Fri,Evening,High
ATM_2,Sat,Evening,High
ATM_44,Tue,Night,Low
ATM_39,Sun,Night,Medium
ATM_49,Sat,Evening,High
ATM_21,Fri,Night,Low
ATM_18,Sat,Morning,Medium
ATM_27,Mon,Afternoon,Low
ATM_25,Fri,Afternoon,Low
ATM_48,Fri,Morning,Medium
ATM_10,Mon,Night,Low
ATM_27,Fri,Afternoon,Low
ATM_3,Thu,Evening,High
ATM_11,Sat,Afternoon,High
ATM_46,Tue,Morning,Medium
ATM_47,Tue,Afternoon,Low
ATM_16,Wed,Afternoon,Low
ATM_11,Wed,Night,Low
ATM_22,Mon,Afternoon,Low
ATM_36,Sun,Morning,Medium
ATM_48,Tue,Night,Low
ATM_16,Sat,Evening,High
ATM_39,Fri,Night,Low
ATM_37,Wed,Afternoon,Low
ATM_24,Fri,Night,Low
ATM_46,Sun,Night,Medium
ATM_47,Fri,Afternoon,Low
ATM_34,Wed,Night,Low
ATM_28,Sat,Evening,High
ATM_18,Mon,Night,Low
ATM_19,Sun,Night,Medium
ATM_39,Mon,Evening,High
ATM_35,Tue,Morning,Medium
ATM_6,Thu,Night,Low
ATM_27,Sat,Evening,High
ATM_4,Thu,Night,Low
ATM_44,Tue,Night,Low
ATM_44,Fri,Evening,High
ATM_21,Mon,Evening,High
ATM_50,Sat,Night,Medium
ATM_45,Fri,Evening,High
ATM_24,Sat,Night,Medium
ATM_36,Thu,Afternoon,Low
ATM_36,Mon,Night,Low
ATM_42,Mon,Evening,High
ATM_1,Sun,Morning,Medium
ATM_7,Sun,Afternoon,High
ATM_39,Mon,Evening,High
ATM_41,Sun,Morning,Medium
ATM_10,Sat,Night,Medium
ATM_46,Wed,Afternoon,Low
ATM_28,Wed,Afternoon,Low
ATM_45,Tue,Night,Low
ATM_46,Thu,Night,Low
ATM_33,Sat,Night,Medium
ATM_11,Fri,Morning,Medium
ATM_41,Sat,Night,Medium
ATM_10,Wed,Evening,High
ATM_50,Thu,Evening,High
ATM_42,Wed,Evening,High
ATM_50,Mon,Evening,High
ATM_32,Sun,Evening,High
ATM_7,Wed,Evening,High
ATM_29,Sat,Night,Medium
ATM_18,Wed,Evening,High
ATM_12,Sat,Morning,Medium
ATM_31,Tue,Morning,Medium
ATM_8,Sun,Night,Medium
ATM_2,Fri,Night,Low
ATM_32,Thu,Evening,High
ATM_21,Mon,Afternoon,Low
ATM_19,Wed,Night,Low
ATM_14,Tue,Night,Low
ATM_35,Thu,Afternoon,Low
ATM_26,Wed,Morning,Medium
ATM_44,Thu,Afternoon,Low
ATM_30,Thu,Afternoon,Low
ATM_28,Mon,Afternoon,Low
ATM_36,Sat,Evening,High
ATM_36,Sun,Night,Medium
ATM_26,Sat,Night,Medium
ATM_6,Sun,Afternoon,High
ATM_30,Thu,Night,Low
ATM_32,Fri,Evening,High
ATM_1,Thu,Morning,Medium
ATM_10,Mon,Afternoon,Low
ATM_38,Mon,Morning,Medium
ATM_41,Sat,Evening,High
ATM_8,Sun,Evening,High
ATM_24,Fri,Night,Low
ATM_25,Sun,Afternoon,High
ATM_45,Thu,Afternoon,Low
ATM_3,Sat,Afternoon,High
ATM_4,Thu,Morning,Medium
ATM_33,Wed,Morning,Medium
ATM_29,Sun,Evening,High
ATM_37,Tue,Evening,High
ATM_5,Sat,Evening,High
ATM_50,Sun,Morning,Medium
ATM_17,Sat,Evening,High
ATM_28,Fri,Morning,Medium
ATM_32,Sun,Morning,Medium
ATM_25,Fri,Morning,Medium
ATM_41,Thu,Afternoon,Low
ATM_24,Wed,Night,Low
ATM_32,Tue,Afternoon,Low
ATM_9,Fri,Afternoon,Low
ATM_48,Fri,Afternoon,Low
ATM_24,Thu,Morning,Medium
ATM_33,Mon,Afternoon,Low
ATM_14,Sun,Night,Medium
ATM_35,Tue,Night,Low
ATM_48,Sat,Afternoon,High
ATM_6,Mon,Evening,High
ATM_10,Fri,Morning,Medium
ATM_3,Mon,Night,Low
ATM_5,Sun,Night,Medium
ATM_42,Sat,Morning,Medium
ATM_48,Tue,Afternoon,Low
ATM_32,Wed,Morning,Medium
ATM_40,Wed,Evening,High
ATM_49,Tue,Night,Low
ATM_13,Sun,Night,Medium
ATM_15,Fri,Night,Low
ATM_15,Thu,Morning,Medium
ATM_9,Sat,Morning,Medium
ATM_2,Fri,Afternoon,Low
ATM_3,Mon,Morning,Medium
ATM_32,Mon,Night,Low
ATM_7,Fri,Night,Low
ATM_19,Mon,Night,Low
ATM_2,Thu,Afternoon,Low
ATM_25,Fri,Afternoon,Low
ATM_35,Sat,Evening,High
ATM_36,Tue,Evening,High
ATM_26,Thu,Morning,Medium
ATM_25,Thu,Morning,Medium
ATM_30,Fri,Night,Low
ATM_17,Thu,Morning,Medium
ATM_43,Mon,Afternoon,Low
ATM_7,Tue,Afternoon,Low
ATM_6,Tue,Afternoon,Low
ATM_27,Sat,Evening,High
ATM_22,Fri,Night,Low
ATM_4,Fri,Morning,Medium
ATM_20,Sat,Night,Medium
ATM_37,Fri,Night,Low
ATM_31,Sat,Afternoon,High
ATM_4,Sun,Afternoon,High
ATM_43,Wed,Morning,Medium
ATM_34,Sat,Night,Medium
ATM_6,Sun,Afternoon,High
ATM_18,Sat,Evening,High
ATM_17,Wed,Evening,High
ATM_45,Tue,Morning,Medium
ATM_27,Wed,Evening,High
ATM_27,Thu,Night,Low
ATM_28,Tue,Afternoon,Low
ATM_17,Tue,Afternoon,Low
ATM_22,Thu,Night,Low
ATM_3,Wed,Morning,Medium
ATM_43,Fri,Evening,High
ATM_36,Sat,Evening,High
ATM_39,Sun,Afternoon,High
ATM_50,Thu,Night,Low
ATM_10,Tue,Night,Low
ATM_40,Mon,Night,Low
ATM_1,Fri,Evening,High
ATM_6,Thu,Morning,Medium
ATM_9,Mon,Afternoon,Low
ATM_2,Tue,Evening,High
ATM_10,Wed,Evening,High
ATM_6,Thu,Night,Low
ATM_15,Mon,Evening,High
ATM_26,Mon,Morning,Medium
ATM_36,Wed,Morning,Medium
ATM_45,Tue,Night,Low
ATM_48,Sat,Morning,Medium
ATM_31,Tue,Afternoon,Low
ATM_49,Sat,Afternoon,High
ATM_19,Sun,Afternoon,High
ATM_20,Fri,Night,Low
ATM_41,Sun,Morning,Medium
ATM_49,Mon,Afternoon,Low
ATM_5,Mon,Evening,High
ATM_33,Sun,Afternoon,High
ATM_10,Thu,Morning,Medium
ATM_49,Fri,Night,Low
ATM_21,Sat,Morning,Medium
ATM_3,Sun,Evening,High
ATM_9,Sat,Night,Medium
ATM_20,Wed,Morning,Medium
ATM_41,Wed,Night,Low
ATM_26,Fri,Night,Low
ATM_13,Thu,Afternoon,Low
ATM_6,Thu,Morning,Medium
ATM_29,Thu,Morning,Medium
ATM_33,Fri,Evening,High
ATM_39,Sat,Morning,Medium
ATM_29,Tue,Morning,Medium
ATM_33,Sun,Morning,Medium
ATM_36,Thu,Evening,High
ATM_12,Fri,Evening,High
ATM_22,Sun,Night,Medium
ATM_43,Sun,Evening,High
ATM_38,Thu,Morning,Medium
ATM_6,Thu,Morning,Medium
ATM_2,Mon,Afternoon,Low
ATM_32,Mon,Night,Low
ATM_46,Tue,Morning,Medium
ATM_35,Wed,Morning,Medium
ATM_1,Sat,Afternoon,High
ATM_19,Tue,Afternoon,Low
ATM_11,Mon,Night,Low
ATM_40,Thu,Evening,High
ATM_13,Wed,Afternoon,Low
ATM_5,Wed,Morning,Medium
ATM_20,Sat,Evening,High
ATM_8,Fri,Afternoon,Low
ATM_32,Wed,Afternoon,Low
ATM_33,Tue,Afternoon,Low
ATM_34,Thu,Morning,Medium
ATM_34,Thu,Morning,Medium
ATM_3,Tue,Night,Low
ATM_1,Wed,Night,Low
ATM_35,Tue,Night,Low
ATM_6,Thu,Afternoon,Low
ATM_40,Fri,Afternoon,Low
ATM_15,Mon,Night,Low
ATM_50,Thu,Afternoon,Low
ATM_27,Wed,Morning,Medium
ATM_8,Sun,Morning,Medium
ATM_11,Wed,Evening,High
ATM_47,Sun,Morning,Medium
ATM_29,Sun,Night,Medium
ATM_46,Thu,Afternoon,Low
ATM_10,Sat,Morning,Medium
ATM_24,Sun,Night,Medium
ATM_1,Thu,Morning,Medium
ATM_11,Fri,Night,Low
ATM_34,Sat,Afternoon,High
ATM_25,Sun,Afternoon,High
ATM_9,Tue,Night,Low
ATM_13,Wed,Morning,Medium
ATM_15,Fri,Morning,Medium
ATM_10,Wed,Afternoon,Low
ATM_25,Tue,Afternoon,Low
ATM_49,Fri,Night,Low
ATM_34,Sun,Morning,Medium
ATM_45,Sun,Evening,High
ATM_35,Thu,Evening,High
ATM_28,Thu,Morning,Medium
ATM_39,Wed,Night,Low
ATM_21,Wed,Afternoon,Low
ATM_35,Tue,Night,Low
ATM_11,Tue,Night,Low
ATM_15,Sun,Afternoon,High
ATM_34,Sat,Morning,Medium
ATM_32,Sun,Evening,High
ATM_21,Wed,Afternoon,Low
ATM_15,Mon,Morning,Medium
ATM_45,Fri,Afternoon,Low
ATM_17,Tue,Night,Low
ATM_43,Thu,Evening,High
ATM_32,Wed,Afternoon,Low
ATM_22,Sun,Evening,High
ATM_24,Mon,Morning,Medium
ATM_24,Tue,Morning,Medium
ATM_2,Tue,Night,Low
ATM_16,Tue,Afternoon,Low
ATM_38,Thu,Night,Low
ATM_17,Sun,Afternoon,High
